,actor loss,critic_loss
0,45.455608331003496,433.3228954520277
1,14.208743705544421,84.20735664880404
2,4.992186052824861,81.55466853931387
3,0.8699158347086601,77.03515549423874
4,0.06735275990319668,94.24983657303677
5,-0.39495252569466427,71.4014664352581
6,-0.7579560499272799,70.93109069024364
7,-1.2017443438386044,66.93101210440359
8,-1.3879780532246435,76.64793230897637
9,-1.0356090538844627,63.75298029274069
10,-1.6620788421576982,57.53859926859538
11,-2.1298784861641544,47.28225420982607
12,-1.5058454177682838,38.149800330336376
13,-1.8651188301142825,17.363363200105645
14,-0.7581868179062361,1.2659815252147695
15,-0.3837651050539427,0.7620864481695236
16,-0.35547560457420607,0.5027258842061925
17,-0.06582717608700517,0.8295800390422985
18,-0.14908977515710098,0.2306260327498118
19,-0.1845541595881905,0.2708097061763207
20,0.010160420064924545,0.4073316767972003
21,-0.041868008568292106,0.20375389171543942
22,0.08273024492125998,0.5797240743553767
23,0.13162686995841483,1.2462437268226378
24,-0.13375978302611138,0.1411811549036253
25,0.2737441411021576,1.0080468398428732
26,0.05740919357706462,0.18801614983427908
27,-0.020173183890930826,0.1876729805423047
28,-0.07103509625084498,0.17069804122851742
29,-0.0032144734918850885,0.15567555804286273
30,-0.04965402004283963,0.1159370152660275
31,-0.0013196151270481048,0.10005541196072935
32,-0.04490731822386865,0.0612990992904831
33,-0.010372055007986004,0.2044454336086268
34,-0.03921360985140607,0.1860729454946454
35,0.0019645155119579487,0.08629505918912028
36,0.042424586809600796,0.12604764541911503
37,-0.032021158624951154,0.19964443175823138
38,0.003823845521847327,0.1267648477587969
39,-0.03041681539798055,0.0862735698199881
40,-0.0665981765122964,0.08271837346556206
41,0.01079025975533671,0.08515593100299117
42,0.03762755533730391,0.14420926502194775
43,-0.05871598597400651,0.10862851846582627
44,0.04154192089248369,0.08304402146147945
45,0.04618065657747549,0.1180182690321598
46,-0.040322356923703624,0.12052476583749697
47,0.09175189621095615,0.15523104158139997
48,-0.015181138683410903,0.25768396780495684
49,-0.02951106043452377,0.09084714568590604
50,-0.08456094783370292,0.10213339568906894
51,-0.06586931666424398,0.1015778286883267
52,-0.015105917557112632,0.14136384946684682
53,0.09032776296233899,0.10406503838396841
54,-0.019876300238363283,0.0594283798449142
55,-0.05061801045166669,0.12972606171963996
56,-0.04294752234152408,0.12505524522194297
57,-0.019304907509446224,0.07328132921279037
58,0.029007494476653874,0.11830084193497896
59,-0.0638691974040221,0.1138858362671829
60,0.052540186121659255,0.13825088418539494
61,0.016143348676362825,0.06741966447262193
62,0.000692228792405497,0.10616183492945888
63,0.04602219642976159,0.08414180211182083
64,0.007325468303495518,0.027658993627635704
65,0.07630906689070886,0.1747645858154502
66,-0.01293584161352927,0.060728012484508334
67,0.02558668791391556,0.16862440545472407
68,0.054100881502913534,0.07942082204966135
69,-0.08854981855995032,0.10776599976083924
70,-0.001047773561840977,0.10159022038882619
71,0.0030031088598182687,0.0966143626659628
72,-0.009094242475956919,0.0953784320493459
73,-0.053963695023138754,0.09904038228034492
74,-0.07208882316731678,0.027193499552786993
75,0.015491897897965085,0.032940532620094956
76,-0.015081473884938825,0.029371206614599434
77,0.050955988770420915,0.13581962429427652
78,-0.06947709922628698,0.09552205943913068
79,0.01476466828276233,0.06887754771998653
80,0.07975128641857776,0.12126056223266547
81,-0.045313389774572145,0.0694216662837613
82,0.021306113116393088,0.050852946913801135
83,0.032455871795474364,0.08102773026893696
84,0.043059775370713926,0.06589351314049895
85,0.02714861012214134,0.06687073233507333
86,-0.018563444923449267,0.06747475942817106
87,-0.044285012246860614,0.04463031188815191
88,0.010627084301774621,0.19985201255848972
89,0.021770238010362992,0.09627062211974814
90,0.003315341076312927,0.0677110147492219
91,0.023026051266138912,0.06896562472546613
92,0.02984968163523703,0.1049915606536532
93,0.040398213193221115,0.12193982537675609
94,0.07368641344064306,0.25082172029401345
95,0.012765175412579249,0.09401068214467297
96,-0.02101164430715344,0.026824389372812084
97,0.03859268754134856,0.09117627001357495
98,0.016236854252976274,0.06387218855101094
99,-0.030744792949483398,0.1403534208814944
